,Id,R,Nome,Squadra,Pg,Mv,Mf,Gf,Gs,Rp,Rc,R+,R-,Ass,Amm,Esp,Au
0,3,P,RADUNOVIC,Cagliari,3,6.33,5.67,0,5,1,0,0,0,0,0,0,0
1,4,P,SPORTIELLO,Atalanta,5,6.3,5.3,0,5,0,0,0,0,0,0,0,0
2,11,D,CONTI,Sampdoria,4,6.0,6.62,1,0,0,0,0,0,0,1,0,0
3,15,D,MASIELLO,Genoa,7,5.64,5.43,0,0,0,0,0,0,0,3,0,0
4,22,C,DE ROON,Atalanta,30,5.95,6.13,3,0,0,0,0,0,0,5,1,0
5,27,C,GRASSI,Cagliari,28,5.95,5.88,0,0,0,0,0,0,1,4,1,0
6,41,P,MIRANTE,Milan,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
7,42,P,SARR M.,Bologna,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
8,45,D,FERRARI A.,Sampdoria,22,5.7,5.75,1,0,0,0,0,0,0,4,0,0
9,50,D,MBAYE,Bologna,2,5.5,5.5,0,0,0,0,0,0,0,0,0,0
10,58,C,DIAWARA,Roma,3,5.67,5.67,0,0,0,0,0,0,0,0,0,0
11,73,D,GAGLIOLO,Salernitana,14,5.61,5.61,0,0,0,0,0,0,1,2,0,0
12,76,D,ROMAGNOLI S.,Empoli,18,5.89,6.03,2,0,0,0,0,0,0,3,0,1
13,90,A,LASAGNA,Verona,26,5.92,6.25,2,0,0,0,0,0,3,1,0,0
14,118,D,RADOVANOVIC,Salernitana,13,5.88,5.96,1,0,0,0,0,0,0,4,0,0
15,133,P,SKORUPSKI,Bologna,36,6.24,4.79,0,53,1,0,0,0,0,4,0,0
16,140,D,HYSAJ,Lazio,27,5.63,5.69,1,0,0,0,0,0,0,3,0,0
17,142,D,MARIO RUI,Napoli,34,6.03,6.07,0,0,0,0,0,0,5,7,0,0
18,144,D,TONELLI,Empoli,13,5.5,5.19,0,0,0,0,0,0,0,4,0,1
19,148,C,KRUNIC,Milan,23,6.13,6.15,0,0,0,0,0,0,1,2,0,0
20,150,C,SAPONARA,Fiorentina,24,6.31,6.79,3,0,0,0,0,0,3,1,0,0
21,152,C,ZIELINSKI,Napoli,34,6.12,6.78,6,0,0,0,0,0,5,1,0,0
22,158,P,LEZZERINI,Venezia,6,6.17,4.5,0,9,0,0,0,0,0,2,0,0
23,159,P,SEPE,Salernitana,16,6.22,4.66,0,24,0,0,0,0,0,2,0,0
24,160,P,TATARUSANU,Milan,6,6.0,4.83,0,10,1,0,0,0,0,0,0,0
25,170,C,BADELJ,Genoa,34,5.76,5.79,1,0,0,0,0,0,0,4,0,0
26,173,C,CAPEZZI,Salernitana,4,5.75,5.75,0,0,0,0,0,0,0,0,0,0
27,177,A,ILICIC,Atalanta,17,6.35,6.85,3,0,0,1,0,1,3,1,0,0
28,181,C,VECINO,Inter,10,6.0,6.25,1,0,0,0,0,0,0,2,0,0
29,184,C,BERNARDESCHI,Juventus,26,5.9,6.04,1,0,0,0,0,0,3,5,0,0
30,186,A,REBIC,Milan,22,6.07,6.39,2,0,0,0,0,0,2,2,0,0
31,215,A,VERDE,Spezia,33,6.29,7.08,7,0,0,2,1,1,6,2,0,0
32,218,P,PERIN,Juventus,5,6.1,4.7,0,7,0,0,0,0,0,0,0,0
33,220,P,UJKANI,Empoli,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
34,224,D,DE MAIO,Udinese,2,4.0,4.0,0,0,0,0,0,0,0,0,0,0
35,226,D,IZZO,Torino,9,5.83,5.61,0,0,0,0,0,0,0,4,0,0
36,236,C,LAZOVIC,Verona,34,6.22,6.49,1,0,0,0,0,0,7,2,0,0
37,237,C,PEROTTI,Salernitana,9,5.78,5.44,0,0,0,1,0,1,0,1,0,0
38,238,C,RINCON,Sampdoria,21,5.81,5.69,0,0,0,0,0,0,0,5,0,0
39,244,D,GHIGLIONE,Genoa,11,5.64,5.59,0,0,0,0,0,0,1,3,0,0
40,245,A,PANDEV,Genoa,19,5.79,5.82,0,0,0,0,0,0,1,1,0,0
41,247,A,PAVOLETTI,Cagliari,28,5.89,6.32,5,0,0,0,0,0,1,9,0,0
42,250,P,HANDANOVIC,Inter,37,6.16,5.34,0,30,0,0,0,0,0,1,0,0
43,252,D,BIRAGHI,Fiorentina,37,5.96,6.11,3,0,0,2,1,1,1,3,1,1
44,253,D,D'AMBROSIO,Inter,15,6.23,6.47,1,0,0,0,0,0,1,2,0,0
45,254,D,DIMARCO,Inter,25,6.12,6.34,2,0,0,1,0,1,3,1,0,0
46,256,D,JUAN JESUS,Napoli,15,6.03,6.07,1,0,0,0,0,0,0,1,0,1
47,259,D,MURILLO,Sampdoria,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
48,261,D,RANOCCHIA,Inter,6,5.92,5.83,0,0,0,0,0,0,0,1,0,0
49,264,C,BESSA,Verona,18,5.78,5.86,1,0,0,0,0,0,1,3,1,0
50,265,C,BROZOVIC,Inter,35,6.31,6.41,2,0,0,0,0,0,1,7,0,0
51,272,C,MEDEL,Bologna,33,5.83,5.71,0,0,0,0,0,0,1,8,1,0
52,286,D,BONUCCI,Juventus,23,6.15,6.78,2,0,0,3,3,0,0,1,0,0
53,287,D,CACERES,Cagliari,13,5.73,5.85,1,0,0,0,0,0,1,3,1,0
54,288,D,CHIELLINI,Juventus,19,6.18,6.13,0,0,0,0,0,0,0,2,0,0
55,294,D,RUGANI,Juventus,12,5.96,5.88,0,0,0,0,0,0,0,2,0,0
56,302,C,PEREYRA,Udinese,23,6.15,6.41,2,0,0,2,1,1,5,8,1,0
57,305,C,STURARO,Genoa,25,5.7,5.48,0,0,0,0,0,0,0,11,0,0
58,306,A,CERRI,Cagliari,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
59,309,A,DYBALA,Juventus,28,6.36,7.45,9,0,0,2,1,1,5,3,0,0
60,311,A,LLORENTE,Udinese,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
61,313,A,MORATA,Juventus,35,6.1,6.91,8,0,0,1,1,0,4,5,0,0
62,315,A,ZAZA,Torino,3,5.83,5.83,0,0,0,0,0,0,0,1,0,0
63,316,P,BERISHA,Torino,10,6.1,5.55,0,8,1,0,0,0,0,1,0,0
64,318,P,MARCHETTI,Genoa,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
65,322,D,DE VRIJ,Inter,28,5.8,5.68,0,0,0,0,0,0,0,3,0,1
66,327,D,PATRIC,Lazio,21,5.76,5.71,1,0,0,0,0,0,1,4,1,1
67,329,D,RADU,Lazio,8,5.56,5.44,0,0,0,0,0,0,0,2,0,0
68,332,C,CANDREVA,Sampdoria,36,6.18,6.85,6,0,0,2,1,1,10,6,1,0
69,333,C,CATALDI,Lazio,30,6.03,6.08,1,0,0,0,0,0,2,7,0,0
70,335,C,FELIPE ANDERSON,Lazio,38,6.14,6.8,6,0,0,0,0,0,8,2,0,0
71,345,A,KEITA B.,Cagliari,20,5.8,6.25,3,0,0,0,0,0,1,2,0,0
72,357,D,CALABRIA,Milan,26,6.15,6.42,2,0,0,0,0,0,2,2,0,0
73,358,D,DE SCIGLIO,Juventus,16,6.06,6.25,1,0,0,0,0,0,2,2,1,0
74,367,C,BONAVENTURA,Fiorentina,31,6.18,6.56,4,0,0,0,0,0,4,6,1,0
75,376,C,VERDI,Salernitana,17,6.24,7.21,5,0,0,1,1,0,0,3,0,0
76,383,A,PETAGNA,Napoli,13,6.04,6.77,3,0,0,0,0,0,1,1,0,0
77,387,P,REINA,Lazio,15,5.97,4.0,0,29,0,0,0,0,1,3,0,0
78,390,D,GHOULAM,Napoli,5,6.0,5.9,0,0,0,0,0,0,0,1,0,0
79,392,D,KOULIBALY,Napoli,27,6.48,6.72,3,0,0,0,0,0,1,5,1,0
80,393,D,LUPERTO,Empoli,22,5.75,5.61,0,0,0,0,0,0,1,6,1,0
81,400,C,DEZI,Venezia,1,6.0,6.0,0,0,0,0,0,0,0,0,0,0
82,406,C,CALLEJON,Fiorentina,24,5.79,6.0,1,0,0,0,0,0,2,0,0,0
83,407,A,GABBIADINI,Sampdoria,16,6.19,7.34,6,0,0,0,0,0,2,3,0,0
84,409,A,INSIGNE,Napoli,32,6.3,7.17,2,0,0,13,9,4,8,2,0,0
85,410,A,MERTENS,Napoli,25,6.46,7.8,10,0,0,1,1,0,1,2,0,0
86,418,D,GOLDANIGA,Cagliari,11,5.64,5.5,0,0,0,0,0,0,0,3,0,0
87,434,C,JAJALO,Udinese,12,5.88,5.88,0,0,0,0,0,0,1,2,0,0
88,440,C,VIOLA,Bologna,3,5.67,5.67,0,0,0,0,0,0,0,0,0,0
89,441,A,BELOTTI,Torino,22,6.2,7.32,5,0,0,3,3,0,1,1,0,0
90,447,A,LA GUMINA,Sampdoria,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
91,453,P,SZCZESNY,Juventus,33,6.12,5.48,0,29,3,0,0,0,0,2,0,0
92,454,D,CAPRADOSSI,Spezia,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
93,459,D,MANOLAS,Napoli,4,5.62,5.5,0,0,0,0,0,0,0,1,0,0
94,460,D,ROMAGNOLI,Milan,17,6.0,6.0,1,0,0,0,0,0,0,4,1,0
95,464,D,FLORENZI,Milan,20,6.12,6.4,2,0,0,0,0,0,0,2,0,0
96,467,C,NAINGGOLAN,Inter,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
97,470,C,STROOTMAN,Cagliari,9,5.72,5.5,0,0,0,0,0,0,0,4,0,0
98,472,A,DESTRO,Genoa,27,6.02,6.98,9,0,0,0,0,0,1,4,0,0
99,475,A,IAGO FALQUE,Torino,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
100,479,A,SANABRIA,Torino,25,6.18,6.88,6,0,0,0,0,0,1,3,0,0
101,481,P,BRIGNOLI,Empoli,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
102,487,D,DE SILVESTRI,Bologna,31,5.94,6.18,3,0,0,0,0,0,2,7,0,0
103,495,A,CORREA,Inter,26,6.06,6.75,6,0,0,0,0,0,1,2,0,0
104,505,A,BONAZZOLI,Salernitana,31,6.23,7.1,8,0,0,2,2,0,0,6,0,0
105,507,A,MURIEL,Atalanta,26,6.37,7.69,7,0,0,2,2,0,8,1,0,0
106,509,P,CONSIGLI,Sassuolo,37,6.27,4.62,0,63,1,0,0,0,0,2,0,0
107,510,P,PEGOLO,Sassuolo,1,6.0,3.0,0,3,0,0,0,0,0,0,0,0
108,513,D,ACERBI,Lazio,29,5.95,6.31,4,0,0,0,0,0,0,1,1,0
109,521,D,PELUSO,Sassuolo,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
110,526,C,DUNCAN,Fiorentina,31,5.92,6.13,2,0,0,0,0,0,2,3,0,0
111,528,C,MAGNANELLI,Sassuolo,5,5.8,5.8,0,0,0,0,0,0,0,1,0,0
112,530,C,PELLEGRINI LO.,Roma,27,6.28,7.13,7,0,0,3,2,1,3,6,1,0
113,531,A,BERARDI,Sassuolo,33,6.71,8.33,9,0,0,6,6,0,13,9,0,0
114,532,A,FALCINELLI,Bologna,2,5.75,5.75,0,0,0,0,0,0,0,0,0,0
115,536,A,POLITANO,Napoli,31,6.13,6.5,3,0,0,0,0,0,4,3,0,0
116,537,A,SANSONE,Bologna,23,6.0,6.28,2,0,0,0,0,0,3,6,0,0
117,543,P,PADELLI,Udinese,3,6.17,3.5,0,8,0,0,0,0,0,0,0,0
118,550,D,MAKSIMOVIC,Genoa,14,5.75,5.68,0,0,0,0,0,0,0,2,0,0
119,551,D,MOLINARO,Venezia,7,5.86,6.0,0,0,0,0,0,0,1,0,0,0
120,554,D,ZAPPACOSTA,Atalanta,31,6.08,6.24,1,0,0,0,0,0,5,6,0,0
121,556,C,BASELLI,Cagliari,12,5.88,5.92,0,0,0,0,0,0,1,1,0,0
122,557,C,BENASSI,Empoli,14,5.75,5.71,0,0,0,0,0,0,0,2,0,0
123,560,C,OBI,Salernitana,20,5.85,5.8,0,0,0,0,0,0,1,4,0,0
124,568,A,QUAGLIARELLA,Sampdoria,30,5.9,6.33,3,0,0,1,1,0,2,2,0,0
125,572,P,MERET,Napoli,7,5.86,5.0,0,6,0,0,0,0,0,0,0,0
126,574,P,SCUFFET,Udinese,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
127,581,D,FARAONI,Verona,32,6.08,6.48,4,0,0,0,0,0,5,6,1,0
128,600,C,VERRE,Empoli,16,5.69,5.62,0,0,0,0,0,0,1,2,1,0
129,608,A,ZAPATA D.,Atalanta,24,6.38,7.73,7,0,0,3,3,0,4,3,0,0
130,630,D,SALA,Spezia,15,5.83,5.93,1,0,0,0,0,0,0,3,0,0
131,632,C,ZACCAGNI,Lazio,30,6.3,6.93,5,0,0,1,1,0,4,6,0,0
132,633,D,FARES,Torino,9,5.83,6.5,2,0,0,0,0,0,1,2,0,0
133,640,D,CHIRICHES,Sassuolo,27,5.69,5.61,0,0,0,0,0,0,0,4,0,0
134,643,A,DEFREL,Sassuolo,30,5.85,6.08,2,0,0,0,0,0,2,3,0,0
135,644,C,PULGAR,Fiorentina,4,5.75,5.75,0,0,0,0,0,0,1,2,0,0
136,645,C,MILINKOVIC-SAVIC,Lazio,37,6.51,7.59,11,0,0,0,0,0,10,4,1,0
137,647,A,DZEKO,Inter,35,6.29,7.54,13,0,0,0,0,0,6,2,0,0
138,649,A,MANAJ,Spezia,28,5.86,6.12,3,0,0,3,2,1,0,9,0,0
139,652,A,KALINIC,Verona,13,6.08,6.88,4,0,0,0,0,0,1,3,1,0
140,660,D,GYOMBER,Salernitana,30,5.72,5.57,0,0,0,0,0,0,0,9,0,0
141,662,D,ALEX SANDRO,Juventus,27,5.76,5.67,0,0,0,0,0,0,1,3,0,1
142,695,D,TOLOI,Atalanta,19,6.0,6.05,1,0,0,0,0,0,1,6,0,0
143,697,D,CUADRADO,Juventus,32,6.3,6.62,4,0,0,0,0,0,3,9,0,0
144,704,C,PERISIC,Inter,35,6.4,7.2,7,0,0,1,1,0,6,4,0,0
145,706,D,ANSALDI,Torino,15,6.13,6.27,0,0,0,0,0,0,3,2,0,0
146,720,P,BELEC,Salernitana,23,6.09,4.07,0,49,1,0,0,0,0,1,0,0
147,758,D,MANTOVANI,Salernitana,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
148,761,P,AUDERO,Sampdoria,29,6.12,4.53,0,48,1,0,0,0,0,2,0,0
149,770,D,PEZZELLA GIU.,Atalanta,16,5.97,6.0,0,0,0,0,0,0,2,3,0,0
150,779,C,CRISTANTE,Roma,34,5.97,5.96,2,0,0,0,0,0,0,9,0,1
151,785,A,IMMOBILE,Lazio,31,6.6,9.02,20,0,0,9,7,2,2,4,0,0
152,787,D,DJIMSITI,Atalanta,29,5.86,5.84,1,0,0,0,0,0,1,6,0,1
153,788,C,FREULER,Atalanta,29,5.93,5.83,1,0,0,0,0,0,1,10,0,1
154,790,D,SAMIR,Udinese,17,5.94,5.79,0,0,0,0,0,0,0,5,0,0
155,791,D,SABELLI,Genoa,7,5.71,5.5,0,0,0,0,0,0,0,3,0,0
156,795,A,EL SHAARAWY,Roma,24,5.92,6.27,3,0,0,0,0,0,0,1,0,0
157,798,D,SKRINIAR,Inter,35,6.21,6.43,3,0,0,0,0,0,0,3,0,0
158,799,P,BARDI,Bologna,2,6.25,5.25,0,2,0,0,0,0,0,0,0,0
159,801,C,GAGLIARDINI,Inter,15,6.1,6.57,2,0,0,0,0,0,2,2,0,0
160,805,D,FIAMOZZI,Empoli,8,5.62,5.69,0,0,0,0,0,0,1,1,0,0
161,819,A,FAVILLI,Genoa,1,5.5,5.5,0,0,0,0,0,0,0,0,0,0
162,827,C,LOCATELLI,Juventus,29,6.16,6.47,3,0,0,0,0,0,3,6,0,0
163,1839,A,EDERA,Torino,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
164,1843,P,RADU I.,Inter,1,4.0,2.0,0,2,0,0,0,0,0,0,0,0
165,1847,D,CALDARA,Venezia,30,5.87,5.82,1,0,0,0,0,0,0,9,0,0
166,1850,C,KESSIE',Milan,30,6.1,6.57,4,0,0,3,2,1,0,2,0,0
167,1852,D,SPINAZZOLA,Roma,2,6.25,6.0,0,0,0,0,0,0,0,1,0,0
168,1857,A,DI FRANCESCO F.,Empoli,25,6.12,6.68,5,0,0,0,0,0,0,2,0,0
169,1866,D,CEPPITELLI,Cagliari,21,5.88,5.98,1,0,0,0,0,0,0,3,0,0
170,1868,D,MURRU,Sampdoria,19,5.53,5.58,1,0,0,0,0,0,0,5,0,0
171,1870,C,BARELLA,Inter,36,6.49,6.92,3,0,0,0,0,0,11,9,0,0
172,1871,C,DEIOLA,Cagliari,31,5.82,6.16,4,0,0,0,0,0,1,5,0,0
173,1874,A,JOAO PEDRO,Cagliari,37,6.07,7.03,10,0,0,4,3,1,4,9,0,0
174,1879,A,FARIAS,Cagliari,3,5.83,5.83,0,0,0,0,0,0,0,0,0,0
175,1889,P,CORDAZ,Inter,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
176,1891,D,CECCHERINI,Verona,34,5.88,5.79,1,0,0,0,0,0,0,10,1,0
177,1895,D,FERRARI G.,Sassuolo,36,5.75,5.75,1,0,0,0,0,0,0,4,1,0
178,1917,P,DRAGOWSKI,Fiorentina,7,6.14,5.29,0,8,1,0,0,0,0,0,1,0
179,1930,P,PINSOGLIO,Juventus,1,6.5,5.5,0,1,0,0,0,0,0,0,0,0
180,1933,C,MANDRAGORA,Torino,18,6.14,6.06,0,0,0,0,0,0,2,5,1,0
181,1934,P,STRAKOSHA,Lazio,23,6.04,4.74,0,29,0,0,0,0,0,2,0,0
182,1943,A,NESTOROVSKI,Udinese,5,6.2,6.8,1,0,0,0,0,0,0,1,0,0
183,1946,P,ARESTI,Cagliari,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
184,1947,P,FIORILLO,Salernitana,1,6.0,1.0,0,5,0,0,0,0,0,0,0,0
185,1958,A,CAPRARI,Verona,34,6.54,7.75,10,0,0,2,2,0,7,4,0,0
186,1972,C,TORREIRA,Fiorentina,30,6.18,6.55,5,0,0,0,0,0,1,8,1,0
187,1978,C,SENSI,Sampdoria,14,5.93,6.11,1,0,0,0,0,0,0,1,0,0
188,1980,C,ARAMU,Venezia,32,6.14,6.77,4,0,0,4,3,1,5,6,0,0
189,1987,C,JANKTO,Sampdoria,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
190,1995,C,DJURICIC,Sassuolo,10,6.1,6.75,2,0,0,0,0,0,1,1,0,0
191,1997,A,SIMY,Salernitana,17,5.68,5.91,1,0,0,0,0,0,1,0,0,0
192,1998,A,PJACA,Torino,20,5.95,6.4,3,0,0,0,0,0,0,0,0,0
193,2002,C,CHIESA,Juventus,14,6.21,6.79,2,0,0,0,0,0,2,0,0,0
194,2006,D,LIROLA,Fiorentina,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
195,2008,C,LINETTY,Torino,16,5.78,5.72,0,0,0,0,0,0,0,2,0,0
196,2009,C,LUKIC,Torino,35,6.1,6.5,2,0,0,3,3,0,4,10,0,0
197,2011,C,MIGUEL VELOSO,Verona,21,6.05,6.02,0,0,0,0,0,0,3,5,1,0
198,2016,D,FAZIO,Salernitana,16,5.69,5.78,1,0,0,0,0,0,0,1,1,0
199,2038,A,PINAMONTI,Empoli,36,6.15,7.21,9,0,0,4,4,0,1,4,0,0
200,2061,A,SIMEONE,Verona,35,6.17,7.54,17,0,0,1,0,1,4,8,0,0
201,2064,D,VESELI,Salernitana,8,5.31,5.12,0,0,0,0,0,0,0,1,1,0
202,2065,C,PRAET,Torino,23,6.09,6.37,2,0,0,0,0,0,2,3,0,0
203,2073,A,RAGUSA,Verona,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
204,2076,C,ROG,Cagliari,8,5.81,5.94,0,0,0,0,0,0,1,0,0,0
205,2077,C,PASALIC,Atalanta,33,6.24,7.56,13,0,0,0,0,0,6,3,0,0
206,2083,D,BIRASCHI,Genoa,14,5.61,5.46,0,0,0,0,0,0,0,4,0,0
207,2085,C,LUIS ALBERTO,Lazio,34,6.15,6.81,5,0,0,0,0,0,10,5,0,0
208,2091,P,PLIZZARI,Milan,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
209,2097,A,KEAN,Juventus,25,5.96,6.56,5,0,0,0,0,0,2,5,0,0
210,2103,A,PELLEGRI,Torino,10,5.9,6.15,1,0,0,0,0,0,0,1,0,0
211,2104,D,BERESZYNSKI,Sampdoria,35,5.69,5.6,0,0,0,0,0,0,3,12,0,0
212,2107,C,KIYINE,Venezia,26,5.77,5.6,1,0,0,1,0,1,0,7,1,0
213,2115,D,DELLI CARRI,Salernitana,5,5.5,5.4,0,0,0,0,0,0,0,1,0,0
214,2116,D,FARAGO',Cagliari,1,5.5,5.5,0,0,0,0,0,0,0,0,0,0
215,2117,C,KASTANOS,Salernitana,25,5.9,5.94,1,0,0,0,0,0,1,4,1,0
216,2119,A,DEULOFEU,Udinese,34,6.51,7.68,12,0,0,1,1,0,5,9,0,0
217,2120,D,BASTONI,Inter,31,6.21,6.31,1,0,0,0,0,0,2,4,0,0
218,2121,C,MELEGONI,Genoa,22,5.89,6.0,1,0,0,0,0,0,0,1,0,0
219,2127,P,SATALINO,Sassuolo,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
220,2130,D,HATEBOER,Atalanta,21,5.79,5.74,0,0,0,0,0,0,0,2,0,0
221,2134,P,FALCONE,Sampdoria,10,6.45,4.95,0,14,0,0,0,0,0,2,0,0
222,2137,A,SCAMACCA,Sassuolo,32,6.22,7.61,15,0,0,1,1,0,0,7,0,0
223,2141,D,DEPAOLI,Verona,18,5.83,5.94,1,0,0,0,0,0,1,4,0,0
224,2144,C,COULIBALY M.,Salernitana,12,6.08,6.54,2,0,0,0,0,0,0,1,0,0
225,2154,C,VIGNATO,Bologna,17,5.91,5.91,0,0,0,0,0,0,1,2,0,0
226,2155,A,CUTRONE,Empoli,24,5.88,6.23,3,0,0,0,0,0,0,1,0,0
227,2160,D,GOSENS,Inter,11,6.14,6.36,1,0,0,0,0,0,1,3,0,0
228,2161,C,HAAS,Empoli,16,5.88,5.91,0,0,0,0,0,0,2,3,0,0
229,2164,D,MILENKOVIC,Fiorentina,34,5.87,5.81,1,0,0,0,0,0,0,8,1,0
230,2166,C,BENTANCUR,Juventus,17,6.03,6.06,0,0,0,0,0,0,1,1,0,0
231,2167,C,ORSOLINI,Bologna,26,6.04,6.81,4,0,0,2,2,0,3,2,0,0
232,2169,D,RODRIGUEZ R.,Torino,32,5.86,5.84,0,0,0,0,0,0,1,3,0,0
233,2170,P,MILINKOVIC-SAVIC V.,Torino,27,6.02,4.85,0,33,1,0,0,0,0,3,0,0
234,2171,D,LYANCO,Torino,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
235,2172,C,BARAK,Verona,29,6.31,7.48,7,0,0,4,4,0,3,4,0,0
236,2174,D,VENUTI,Fiorentina,21,5.79,5.6,0,0,0,0,0,0,0,4,0,1
237,2178,P,CRAGNO,Cagliari,35,6.24,4.57,0,63,2,0,0,0,0,3,0,0
238,2179,P,SIRIGU,Genoa,37,6.2,4.64,0,59,1,0,0,0,0,0,0,1
239,2180,D,KARSDORP,Roma,35,6.07,6.0,0,0,0,0,0,0,2,7,1,0
240,2181,D,PALOMINO,Atalanta,33,6.14,6.09,1,0,0,0,0,0,0,9,0,0
241,2188,D,MARUSIC,Lazio,33,5.65,5.65,1,0,0,0,0,0,0,4,1,0
242,2192,D,BONIFAZI,Bologna,17,5.65,5.41,0,0,0,0,0,0,0,2,1,1
243,2194,C,CALHANOGLU,Inter,33,6.36,7.2,4,0,0,3,3,0,12,11,0,0
244,2195,A,OUNAS,Napoli,8,6.06,6.0,0,0,0,0,0,0,0,1,0,0
245,2206,D,FELICIOLI,Venezia,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
246,2208,D,JAROSZYNSKI,Salernitana,9,5.33,5.22,0,0,0,0,0,0,0,2,0,0
247,2209,C,LUCAS LEIVA,Lazio,31,5.79,5.65,0,0,0,0,0,0,0,9,0,0
248,2211,P,SILVESTRI,Udinese,35,6.17,4.73,0,50,0,0,0,0,0,1,0,0
249,2213,C,CASSATA,Genoa,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
250,2214,D,KOLAROV,Inter,1,6.0,6.0,0,0,0,0,0,0,0,0,0,0
251,2215,C,VERETOUT,Roma,35,6.06,6.46,3,0,0,2,1,1,8,6,0,0
252,2249,P,SANTURRO,Udinese,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
253,2252,D,MARCHIZZA,Empoli,19,5.63,5.47,0,0,0,0,0,0,1,4,0,1
254,2253,C,BANDINELLI,Empoli,33,5.88,6.0,2,0,0,0,0,0,3,10,0,0
255,2263,D,LAZZARI,Lazio,27,5.91,6.3,3,0,0,0,0,0,3,3,0,0
256,2279,D,ROMAGNA,Sassuolo,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
257,2280,D,NUYTINCK,Udinese,26,6.0,6.12,1,0,0,0,0,0,1,2,0,0
258,2284,A,CAICEDO,Inter,9,6.17,6.67,1,0,0,0,0,0,2,1,0,0
259,2285,D,BANI,Genoa,17,6.0,5.97,0,0,0,0,0,0,0,1,0,0
260,2286,C,CROCIATA,Empoli,1,6.0,6.0,0,0,0,0,0,0,0,0,0,0
261,2289,D,DALBERT,Cagliari,28,5.7,5.61,0,0,0,0,0,0,2,9,0,0
262,2296,D,MANCINI,Roma,33,5.88,5.64,0,0,0,0,0,0,0,14,1,0
263,2297,P,ROSSI F.,Atalanta,1,6.0,5.0,0,1,0,0,0,0,0,0,0,0
264,2302,C,BEHRAMI,Genoa,8,5.75,5.56,0,0,0,0,0,0,0,3,0,0
265,2304,A,SALCEDO E.,Spezia,8,5.88,5.81,0,0,0,0,0,0,0,1,0,0
266,2309,D,PEZZELLA GER.,Fiorentina,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
267,2312,D,HRISTOV,Spezia,16,5.5,5.66,1,0,0,0,0,0,1,3,0,0
268,2315,D,STRYGER LARSEN,Udinese,10,5.65,5.55,0,0,0,0,0,0,1,0,0,1
269,2318,D,ROGERIO,Sassuolo,22,5.82,5.77,0,0,0,0,0,0,1,5,0,0
270,2323,A,NANI,Venezia,6,5.83,5.92,0,0,0,0,0,0,1,1,0,0
271,2328,D,VANHEUSDEN,Genoa,14,5.57,5.32,0,0,0,0,0,0,0,3,0,1
272,2334,C,LERIS,Sampdoria,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
273,2335,D,LUIZ FELIPE,Lazio,29,5.86,5.66,0,0,0,0,0,0,0,10,1,0
274,2379,C,RABIOT,Juventus,29,5.71,5.69,0,0,0,0,0,0,2,5,0,0
275,2391,C,EKDAL,Sampdoria,25,5.78,5.68,1,0,0,0,0,0,0,9,1,0
276,2392,C,WALACE,Udinese,35,5.89,5.86,1,0,0,0,0,0,0,6,1,0
277,2409,A,RIBERY,Salernitana,23,6.09,6.11,0,0,0,0,0,0,2,3,0,0
278,2414,C,VIDAL,Inter,24,6.06,6.19,1,0,0,0,0,0,1,3,0,0
279,2432,C,ZAKARIA,Juventus,9,5.89,6.28,1,0,0,0,0,0,1,1,0,0
280,2453,D,NASTASIC,Fiorentina,4,5.5,5.38,0,0,0,0,0,0,0,1,0,0
281,2468,P,OSPINA,Napoli,31,6.26,5.44,0,25,0,0,0,0,0,1,0,0
282,2472,C,RAMSEY,Juventus,3,5.83,5.83,0,0,0,0,0,0,0,0,0,0
283,2475,A,SANCHEZ,Inter,22,6.14,6.91,5,0,0,0,0,0,2,0,0,0
